Network,Method,File_Size_MB,Compression_Ratio,Transfer_Time_ms,Network_Utilization_%,Total_Latency_ms,Feasible,Compression_Time_ms
Ethernet_100Mbps,Uncompressed,1.8465423583984375,1.0,147.723388671875,147.723388671875,226.5850830078125,False,
TSN_1Gbps,Uncompressed,1.8465423583984375,1.0,14.7723388671875,14.772338867187502,17.510955810546875,True,
TSN_1Gbps,EB-HC(Axis),0.6343372239459527,0.3435270363882325,5.074697791567622,5.074697791567622,10.828432681146003,True,3.5
TSN_1Gbps,EB-HC(L2),0.6464341845802608,0.3500781780824854,5.1714734766420865,5.1714734766420865,11.530047150474191,True,4.1
TSN_1Gbps,EB-HC-3D(Axis),0.4846303784729357,0.262452890002085,3.8770430277834858,3.8770430277834853,11.27089517917266,True,5.2
TSN_1Gbps,EB-HC-3D(L2),0.48463316500108533,0.26245439905392826,3.8770653200086826,3.8770653200086826,12.170918586009117,True,6.1
TSN_1Gbps,EB-Octree(Axis),1.014977056811548,0.5496635656340256,8.119816454492383,8.119816454492383,15.525807277217002,True,5.0
TSN_1Gbps,EB-Octree(L2),1.0035068968686756,0.5434518695466307,8.028055174949404,8.028055174949404,15.429457933696874,True,5.0
TSN_1Gbps,Huffman,1.206940377993917,0.6536218205363743,9.655523023951336,9.655523023951334,14.938299175148902,True,2.8
